LOCATION;SUBJECT;MEASURE;TIME;Value
MEX;SOYBEAN;TONNE_HA;2005;1.95
MEX;SOYBEAN;TONNE_HA;2006;1.5
MEX;SOYBEAN;TONNE_HA;2007;1.41
MEX;SOYBEAN;TONNE_HA;2008;2.02
MEX;SOYBEAN;TONNE_HA;2009;1.87
MEX;SOYBEAN;TONNE_HA;2010;1.09
MEX;SOYBEAN;TONNE_HA;2011;1.32
MEX;SOYBEAN;TONNE_HA;2012;1.74
MEX;SOYBEAN;TONNE_HA;2013;1.52
MEX;SOYBEAN;TONNE_HA;2014;1.88
MEX;SOYBEAN;TONNE_HA;2015;1.36
MEX;SOYBEAN;TONNE_HA;2016;1.35
MEX;SOYBEAN;TONNE_HA;2017;1.36
MEX;SOYBEAN;TONNE_HA;2018;1.37
MEX;SOYBEAN;TONNE_HA;2019;1.38
MEX;SOYBEAN;TONNE_HA;2020;1.39
MEX;SOYBEAN;TONNE_HA;2021;1.4
MEX;SOYBEAN;TONNE_HA;2022;1.41
MEX;SOYBEAN;TONNE_HA;2023;1.42
MEX;SOYBEAN;TONNE_HA;2024;1.43
MEX;SOYBEAN;TONNE_HA;2025;1.44
MEX;SOYBEAN;TONNE_HA;2026;1.45
MEX;WHEAT;TONNE_HA;1990;4.21
MEX;WHEAT;TONNE_HA;1991;4.13
MEX;WHEAT;TONNE_HA;1992;3.95
MEX;WHEAT;TONNE_HA;1993;4.08
MEX;WHEAT;TONNE_HA;1994;4.3
MEX;WHEAT;TONNE_HA;1995;3.73
MEX;WHEAT;TONNE_HA;1996;4.17
MEX;WHEAT;TONNE_HA;1997;4.73
MEX;WHEAT;TONNE_HA;1998;4.21
MEX;WHEAT;TONNE_HA;1999;4.63
MEX;WHEAT;TONNE_HA;2000;4.94
MEX;WHEAT;TONNE_HA;2001;4.77
MEX;WHEAT;TONNE_HA;2002;5.1
MEX;WHEAT;TONNE_HA;2003;4.49
MEX;WHEAT;TONNE_HA;2004;4.48
MEX;WHEAT;TONNE_HA;2005;4.75
MEX;WHEAT;TONNE_HA;2006;5.23
MEX;WHEAT;TONNE_HA;2007;5.08
MEX;WHEAT;TONNE_HA;2008;5.08
MEX;WHEAT;TONNE_HA;2009;4.97
MEX;WHEAT;TONNE_HA;2010;5.42
MEX;WHEAT;TONNE_HA;2011;5.48
MEX;WHEAT;TONNE_HA;2012;5.66
MEX;WHEAT;TONNE_HA;2013;5.29
MEX;WHEAT;TONNE_HA;2014;5.19
MEX;WHEAT;TONNE_HA;2015;4.53
MEX;WHEAT;TONNE_HA;2016;4.74
MEX;WHEAT;TONNE_HA;2017;4.82
MEX;WHEAT;TONNE_HA;2018;4.87
MEX;WHEAT;TONNE_HA;2019;4.9
MEX;WHEAT;TONNE_HA;2020;4.95
MEX;WHEAT;TONNE_HA;2021;5
MEX;WHEAT;TONNE_HA;2022;5.04
MEX;WHEAT;TONNE_HA;2023;5.08
MEX;WHEAT;TONNE_HA;2024;5.12
MEX;WHEAT;TONNE_HA;2025;5.16
MEX;WHEAT;TONNE_HA;2026;5.21
MOZ;MAIZE;TONNE_HA;1990;0.45
MOZ;MAIZE;TONNE_HA;1991;0.32
MOZ;MAIZE;TONNE_HA;1992;0.16
MOZ;MAIZE;TONNE_HA;1993;0.63
MOZ;MAIZE;TONNE_HA;1994;0.52
MOZ;MAIZE;TONNE_HA;1995;0.68
MOZ;MAIZE;TONNE_HA;1996;0.94
MOZ;MAIZE;TONNE_HA;1997;0.9
MOZ;MAIZE;TONNE_HA;1998;0.9
MOZ;MAIZE;TONNE_HA;1999;1.16
MOZ;MAIZE;TONNE_HA;2000;0.94
MOZ;MAIZE;TONNE_HA;2001;0.93
MOZ;MAIZE;TONNE_HA;2002;0.93
MOZ;MAIZE;TONNE_HA;2003;0.92
MOZ;MAIZE;TONNE_HA;2004;1.09
MOZ;MAIZE;TONNE_HA;2005;1.12
MOZ;MAIZE;TONNE_HA;2006;1.04
MOZ;MAIZE;TONNE_HA;2007;1.05
MOZ;MAIZE;TONNE_HA;2008;1.11
MOZ;MAIZE;TONNE_HA;2009;1
MOZ;MAIZE;TONNE_HA;2010;1.2
MOZ;MAIZE;TONNE_HA;2011;1.2
MOZ;MAIZE;TONNE_HA;2012;0.74
MOZ;MAIZE;TONNE_HA;2013;0.75
MOZ;MAIZE;TONNE_HA;2014;0.82
MOZ;MAIZE;TONNE_HA;2015;1.07
MOZ;MAIZE;TONNE_HA;2016;1.22
MOZ;MAIZE;TONNE_HA;2017;1.23
MOZ;MAIZE;TONNE_HA;2018;1.24
MOZ;MAIZE;TONNE_HA;2019;1.25
MOZ;MAIZE;TONNE_HA;2020;1.26
MOZ;MAIZE;TONNE_HA;2021;1.27
MOZ;MAIZE;TONNE_HA;2022;1.28
MOZ;MAIZE;TONNE_HA;2023;1.29
MOZ;MAIZE;TONNE_HA;2024;1.3
MOZ;MAIZE;TONNE_HA;2025;1.31
MOZ;MAIZE;TONNE_HA;2026;1.32
MOZ;RICE;TONNE_HA;1990;0.58
MOZ;RICE;TONNE_HA;1991;0.35
MOZ;RICE;TONNE_HA;1992;0.2
MOZ;RICE;TONNE_HA;1993;0.42
MOZ;RICE;TONNE_HA;1994;0.56
MOZ;RICE;TONNE_HA;1995;0.58
MOZ;RICE;TONNE_HA;1996;0.68
MOZ;RICE;TONNE_HA;1997;0.73
MOZ;RICE;TONNE_HA;1998;0.73
MOZ;RICE;TONNE_HA;1999;0.73
MOZ;RICE;TONNE_HA;2000;0.6
MOZ;RICE;TONNE_HA;2001;0.62
MOZ;RICE;TONNE_HA;2002;0.64
MOZ;RICE;TONNE_HA;2003;0.75
MOZ;RICE;TONNE_HA;2004;0.66
MOZ;RICE;TONNE_HA;2005;0.65
MOZ;RICE;TONNE_HA;2006;0.63
MOZ;RICE;TONNE_HA;2007;0.64
MOZ;RICE;TONNE_HA;2008;0.63
MOZ;RICE;TONNE_HA;2009;0.8
MOZ;RICE;TONNE_HA;2010;0.76
MOZ;RICE;TONNE_HA;2011;0.76
MOZ;RICE;TONNE_HA;2012;0.73
MOZ;RICE;TONNE_HA;2013;0.71
MOZ;RICE;TONNE_HA;2014;0.8
MOZ;RICE;TONNE_HA;2015;0.77
MOZ;RICE;TONNE_HA;2016;0.94
MOZ;RICE;TONNE_HA;2017;0.83
MOZ;RICE;TONNE_HA;2018;0.84
MOZ;RICE;TONNE_HA;2019;0.85
MOZ;RICE;TONNE_HA;2020;0.87
MOZ;RICE;TONNE_HA;2021;0.88
MOZ;RICE;TONNE_HA;2022;0.89
MOZ;RICE;TONNE_HA;2023;0.9
MOZ;RICE;TONNE_HA;2024;0.92
MOZ;RICE;TONNE_HA;2025;0.93
MOZ;RICE;TONNE_HA;2026;0.94
MOZ;SOYBEAN;TONNE_HA;1990;1
MOZ;SOYBEAN;TONNE_HA;1991;1
MOZ;SOYBEAN;TONNE_HA;1992;1
MOZ;SOYBEAN;TONNE_HA;1993;1
MOZ;SOYBEAN;TONNE_HA;1994;1
MOZ;SOYBEAN;TONNE_HA;1995;1
MOZ;SOYBEAN;TONNE_HA;1996;1
MOZ;SOYBEAN;TONNE_HA;1997;1
MOZ;SOYBEAN;TONNE_HA;1998;1
MOZ;SOYBEAN;TONNE_HA;1999;1
MOZ;SOYBEAN;TONNE_HA;2000;1
MOZ;SOYBEAN;TONNE_HA;2001;1
MOZ;SOYBEAN;TONNE_HA;2002;1
MOZ;SOYBEAN;TONNE_HA;2003;1
MOZ;SOYBEAN;TONNE_HA;2004;1
MOZ;SOYBEAN;TONNE_HA;2005;1
MOZ;SOYBEAN;TONNE_HA;2006;1
MOZ;SOYBEAN;TONNE_HA;2007;1
MOZ;SOYBEAN;TONNE_HA;2008;1
MOZ;SOYBEAN;TONNE_HA;2009;1
MOZ;SOYBEAN;TONNE_HA;2010;1
MOZ;SOYBEAN;TONNE_HA;2011;1
MOZ;SOYBEAN;TONNE_HA;2012;1
MOZ;SOYBEAN;TONNE_HA;2013;1
MOZ;SOYBEAN;TONNE_HA;2014;1
MOZ;SOYBEAN;TONNE_HA;2015;1
MOZ;SOYBEAN;TONNE_HA;2016;1
MOZ;SOYBEAN;TONNE_HA;2017;1.06
MOZ;SOYBEAN;TONNE_HA;2018;1.08
MOZ;SOYBEAN;TONNE_HA;2019;1.1
MOZ;SOYBEAN;TONNE_HA;2020;1.12
MOZ;SOYBEAN;TONNE_HA;2021;1.13
MOZ;SOYBEAN;TONNE_HA;2022;1.15
MOZ;SOYBEAN;TONNE_HA;2023;1.17
MOZ;SOYBEAN;TONNE_HA;2024;1.18
MOZ;SOYBEAN;TONNE_HA;2025;1.2
MOZ;SOYBEAN;TONNE_HA;2026;1.22
MOZ;WHEAT;TONNE_HA;1990;1
MOZ;WHEAT;TONNE_HA;1991;1.5
MOZ;WHEAT;TONNE_HA;1992;1
MOZ;WHEAT;TONNE_HA;1993;1
MOZ;WHEAT;TONNE_HA;1994;1
MOZ;WHEAT;TONNE_HA;1995;1
MOZ;WHEAT;TONNE_HA;1996;1
MOZ;WHEAT;TONNE_HA;1997;1
MOZ;WHEAT;TONNE_HA;1998;1.11
MOZ;WHEAT;TONNE_HA;1999;1.11
MOZ;WHEAT;TONNE_HA;2000;0.83
MOZ;WHEAT;TONNE_HA;2001;0.88
MOZ;WHEAT;TONNE_HA;2002;1.05
MOZ;WHEAT;TONNE_HA;2003;1.05
MOZ;WHEAT;TONNE_HA;2004;1.11
MOZ;WHEAT;TONNE_HA;2005;1.11
MOZ;WHEAT;TONNE_HA;2006;1.05
MOZ;WHEAT;TONNE_HA;2007;1
MOZ;WHEAT;TONNE_HA;2008;1
MOZ;WHEAT;TONNE_HA;2009;1
MOZ;WHEAT;TONNE_HA;2010;1.03
MOZ;WHEAT;TONNE_HA;2011;1.23
MOZ;WHEAT;TONNE_HA;2012;1
MOZ;WHEAT;TONNE_HA;2013;1.1
MOZ;WHEAT;TONNE_HA;2014;1
MOZ;WHEAT;TONNE_HA;2015;1.09
MOZ;WHEAT;TONNE_HA;2016;1.14
MOZ;WHEAT;TONNE_HA;2017;1.15
MOZ;WHEAT;TONNE_HA;2018;1.17
MOZ;WHEAT;TONNE_HA;2019;1.19
MOZ;WHEAT;TONNE_HA;2020;1.21
MOZ;WHEAT;TONNE_HA;2021;1.22
MOZ;WHEAT;TONNE_HA;2022;1.24
MOZ;WHEAT;TONNE_HA;2023;1.26
MOZ;WHEAT;TONNE_HA;2024;1.28
MOZ;WHEAT;TONNE_HA;2025;1.3
MOZ;WHEAT;TONNE_HA;2026;1.32
MYS;MAIZE;TONNE_HA;1990;1.75
MYS;MAIZE;TONNE_HA;1991;1.75
MYS;MAIZE;TONNE_HA;1992;1.71
MYS;MAIZE;TONNE_HA;1993;1.9
MYS;MAIZE;TONNE_HA;1994;2
MYS;MAIZE;TONNE_HA;1995;1.87
MYS;MAIZE;TONNE_HA;1996;1.8
MYS;MAIZE;TONNE_HA;1997;1.85
MYS;MAIZE;TONNE_HA;1998;1.85
MYS;MAIZE;TONNE_HA;1999;2.11
MYS;MAIZE;TONNE_HA;2000;2.32
MYS;MAIZE;TONNE_HA;2001;2.39
MYS;MAIZE;TONNE_HA;2002;2.92
MYS;MAIZE;TONNE_HA;2003;3
MYS;MAIZE;TONNE_HA;2004;3
MYS;MAIZE;TONNE_HA;2005;3
MYS;MAIZE;TONNE_HA;2006;1.28
MYS;MAIZE;TONNE_HA;2007;1.32
MYS;MAIZE;TONNE_HA;2008;1.4
MYS;MAIZE;TONNE_HA;2009;1.83
MYS;MAIZE;TONNE_HA;2010;1.85
MYS;MAIZE;TONNE_HA;2011;2.22
MYS;MAIZE;TONNE_HA;2012;8.33
MYS;MAIZE;TONNE_HA;2013;2.76
MYS;MAIZE;TONNE_HA;2014;3.11
MYS;MAIZE;TONNE_HA;2015;3.87
MYS;MAIZE;TONNE_HA;2016;3.87
MYS;MAIZE;TONNE_HA;2017;3.92
MYS;MAIZE;TONNE_HA;2018;3.98
MYS;MAIZE;TONNE_HA;2019;4.04
MYS;MAIZE;TONNE_HA;2020;4.1
MYS;MAIZE;TONNE_HA;2021;4.17
MYS;MAIZE;TONNE_HA;2022;4.23
MYS;MAIZE;TONNE_HA;2023;4.29
MYS;MAIZE;TONNE_HA;2024;4.36
MYS;MAIZE;TONNE_HA;2025;4.42
MYS;MAIZE;TONNE_HA;2026;4.49
MYS;RICE;TONNE_HA;1990;1.78
MYS;RICE;TONNE_HA;1991;1.82
MYS;RICE;TONNE_HA;1992;1.93
MYS;RICE;TONNE_HA;1993;1.96
MYS;RICE;TONNE_HA;1994;1.97
MYS;RICE;TONNE_HA;1995;2.04
MYS;RICE;TONNE_HA;1996;2.1
MYS;RICE;TONNE_HA;1997;1.98
MYS;RICE;TONNE_HA;1998;1.86
MYS;RICE;TONNE_HA;1999;1.9
MYS;RICE;TONNE_HA;2000;1.98
MYS;RICE;TONNE_HA;2001;2.01
MYS;RICE;TONNE_HA;2002;2.09
MYS;RICE;TONNE_HA;2003;2.17
MYS;RICE;TONNE_HA;2004;2.15
MYS;RICE;TONNE_HA;2005;2.23
MYS;RICE;TONNE_HA;2006;2.08
MYS;RICE;TONNE_HA;2007;2.26
MYS;RICE;TONNE_HA;2008;2.31
MYS;RICE;TONNE_HA;2009;2.4
MYS;RICE;TONNE_HA;2010;2.34
MYS;RICE;TONNE_HA;2011;2.41
MYS;RICE;TONNE_HA;2012;2.45
MYS;RICE;TONNE_HA;2013;2.5
MYS;RICE;TONNE_HA;2014;2.7
MYS;RICE;TONNE_HA;2015;2.93
MYS;RICE;TONNE_HA;2016;2.9
MYS;RICE;TONNE_HA;2017;2.54
MYS;RICE;TONNE_HA;2018;2.57
MYS;RICE;TONNE_HA;2019;2.61
MYS;RICE;TONNE_HA;2020;2.65
MYS;RICE;TONNE_HA;2021;2.69
MYS;RICE;TONNE_HA;2022;2.73
MYS;RICE;TONNE_HA;2023;2.77
MYS;RICE;TONNE_HA;2024;2.81
MYS;RICE;TONNE_HA;2025;2.86
MYS;RICE;TONNE_HA;2026;2.9
MYS;SOYBEAN;TONNE_HA;1990;1
MYS;SOYBEAN;TONNE_HA;1991;1
MYS;SOYBEAN;TONNE_HA;1992;1
MYS;SOYBEAN;TONNE_HA;1993;1
MYS;SOYBEAN;TONNE_HA;1994;1
MYS;SOYBEAN;TONNE_HA;1995;1
MYS;SOYBEAN;TONNE_HA;1996;1
MYS;SOYBEAN;TONNE_HA;1997;1
MYS;SOYBEAN;TONNE_HA;1998;1
MYS;SOYBEAN;TONNE_HA;1999;1
MYS;SOYBEAN;TONNE_HA;2000;1
MYS;SOYBEAN;TONNE_HA;2001;1
MYS;SOYBEAN;TONNE_HA;2002;1
MYS;SOYBEAN;TONNE_HA;2003;1
MYS;SOYBEAN;TONNE_HA;2004;1
MYS;SOYBEAN;TONNE_HA;2005;1
MYS;SOYBEAN;TONNE_HA;2006;1
MYS;SOYBEAN;TONNE_HA;2007;1
MYS;SOYBEAN;TONNE_HA;2008;1
MYS;SOYBEAN;TONNE_HA;2009;1
MYS;SOYBEAN;TONNE_HA;2010;1
MYS;SOYBEAN;TONNE_HA;2011;1
MYS;SOYBEAN;TONNE_HA;2012;1
MYS;SOYBEAN;TONNE_HA;2013;1
MYS;SOYBEAN;TONNE_HA;2014;1
MYS;SOYBEAN;TONNE_HA;2015;1
MYS;SOYBEAN;TONNE_HA;2016;1
MYS;SOYBEAN;TONNE_HA;2017;1.05
MYS;SOYBEAN;TONNE_HA;2018;1.06
MYS;SOYBEAN;TONNE_HA;2019;1.07
MYS;SOYBEAN;TONNE_HA;2020;1.09
MYS;SOYBEAN;TONNE_HA;2021;1.1
MYS;SOYBEAN;TONNE_HA;2022;1.12
MYS;SOYBEAN;TONNE_HA;2023;1.13
MYS;SOYBEAN;TONNE_HA;2024;1.15
MYS;SOYBEAN;TONNE_HA;2025;1.17
MYS;SOYBEAN;TONNE_HA;2026;1.18
MYS;WHEAT;TONNE_HA;1990;1
MYS;WHEAT;TONNE_HA;1991;1
MYS;WHEAT;TONNE_HA;1992;1
MYS;WHEAT;TONNE_HA;1993;1
MYS;WHEAT;TONNE_HA;1994;1
MYS;WHEAT;TONNE_HA;1995;1
MYS;WHEAT;TONNE_HA;1996;1
MYS;WHEAT;TONNE_HA;1997;1
MYS;WHEAT;TONNE_HA;1998;1
MYS;WHEAT;TONNE_HA;1999;1
MYS;WHEAT;TONNE_HA;2000;1
MYS;WHEAT;TONNE_HA;2001;1
MYS;WHEAT;TONNE_HA;2002;1
MYS;WHEAT;TONNE_HA;2003;1
MYS;WHEAT;TONNE_HA;2004;1
MYS;WHEAT;TONNE_HA;2005;1
MYS;WHEAT;TONNE_HA;2006;1
MYS;WHEAT;TONNE_HA;2007;1
MYS;WHEAT;TONNE_HA;2008;1
MYS;WHEAT;TONNE_HA;2009;1
MYS;WHEAT;TONNE_HA;2010;1
MYS;WHEAT;TONNE_HA;2011;1
MYS;WHEAT;TONNE_HA;2012;1
MYS;WHEAT;TONNE_HA;2013;1
MYS;WHEAT;TONNE_HA;2014;1
MYS;WHEAT;TONNE_HA;2015;1
MYS;WHEAT;TONNE_HA;2016;1
MYS;WHEAT;TONNE_HA;2017;1.04
MYS;WHEAT;TONNE_HA;2018;1.05
MYS;WHEAT;TONNE_HA;2019;1.07
MYS;WHEAT;TONNE_HA;2020;1.08
MYS;WHEAT;TONNE_HA;2021;1.1
MYS;WHEAT;TONNE_HA;2022;1.11
MYS;WHEAT;TONNE_HA;2023;1.13
MYS;WHEAT;TONNE_HA;2024;1.15
MYS;WHEAT;TONNE_HA;2025;1.16
MYS;WHEAT;TONNE_HA;2026;1.18
NGA;MAIZE;TONNE_HA;1990;1.13
NGA;MAIZE;TONNE_HA;1991;1.13
NGA;MAIZE;TONNE_HA;1992;1.12
NGA;MAIZE;TONNE_HA;1993;1.18
NGA;MAIZE;TONNE_HA;1994;1.27
NGA;MAIZE;TONNE_HA;1995;1.27
NGA;MAIZE;TONNE_HA;1996;1.33
NGA;MAIZE;TONNE_HA;1997;1.25
NGA;MAIZE;TONNE_HA;1998;1.32
NGA;MAIZE;TONNE_HA;1999;1.38
NGA;MAIZE;TONNE_HA;2000;1.03
NGA;MAIZE;TONNE_HA;2001;1.14
NGA;MAIZE;TONNE_HA;2002;1.09
NGA;MAIZE;TONNE_HA;2003;1.21
NGA;MAIZE;TONNE_HA;2004;1.3
NGA;MAIZE;TONNE_HA;2005;1.37
NGA;MAIZE;TONNE_HA;2006;1.65
NGA;MAIZE;TONNE_HA;2007;1.56
NGA;MAIZE;TONNE_HA;2008;1.85
NGA;MAIZE;TONNE_HA;2009;2.08
NGA;MAIZE;TONNE_HA;2010;2.18
NGA;MAIZE;TONNE_HA;2011;2.13
NGA;MAIZE;TONNE_HA;2012;2.2
NGA;MAIZE;TONNE_HA;2013;2.41
NGA;MAIZE;TONNE_HA;2014;2.53
NGA;MAIZE;TONNE_HA;2015;2.21
NGA;MAIZE;TONNE_HA;2016;2.22
NGA;MAIZE;TONNE_HA;2017;2.27
NGA;MAIZE;TONNE_HA;2018;2.31
NGA;MAIZE;TONNE_HA;2019;2.36
NGA;MAIZE;TONNE_HA;2020;2.41
NGA;MAIZE;TONNE_HA;2021;2.46
NGA;MAIZE;TONNE_HA;2022;2.5
NGA;MAIZE;TONNE_HA;2023;2.55
NGA;MAIZE;TONNE_HA;2024;2.61
NGA;MAIZE;TONNE_HA;2025;2.66
NGA;MAIZE;TONNE_HA;2026;2.71
NGA;RICE;TONNE_HA;1990;1.24
NGA;RICE;TONNE_HA;1991;1.17
NGA;RICE;TONNE_HA;1992;1.18
NGA;RICE;TONNE_HA;1993;1.18
NGA;RICE;TONNE_HA;1994;0.85
NGA;RICE;TONNE_HA;1995;1.05
NGA;RICE;TONNE_HA;1996;1.05
NGA;RICE;TONNE_HA;1997;0.96
NGA;RICE;TONNE_HA;1998;0.96
NGA;RICE;TONNE_HA;1999;0.9
NGA;RICE;TONNE_HA;2000;0.9
NGA;RICE;TONNE_HA;2001;0.78
NGA;RICE;TONNE_HA;2002;0.8
NGA;RICE;TONNE_HA;2003;0.85
NGA;RICE;TONNE_HA;2004;0.85
NGA;RICE;TONNE_HA;2005;0.79
NGA;RICE;TONNE_HA;2006;0.85
NGA;RICE;TONNE_HA;2007;0.87
NGA;RICE;TONNE_HA;2008;0.85
NGA;RICE;TONNE_HA;2009;0.85
NGA;RICE;TONNE_HA;2010;1.07
NGA;RICE;TONNE_HA;2011;1.06
NGA;RICE;TONNE_HA;2012;1.07
NGA;RICE;TONNE_HA;2013;1.08
NGA;RICE;TONNE_HA;2014;1.1
NGA;RICE;TONNE_HA;2015;1.09
NGA;RICE;TONNE_HA;2016;1.1
NGA;RICE;TONNE_HA;2017;1.12
NGA;RICE;TONNE_HA;2018;1.13
NGA;RICE;TONNE_HA;2019;1.15
NGA;RICE;TONNE_HA;2020;1.17
NGA;RICE;TONNE_HA;2021;1.19
NGA;RICE;TONNE_HA;2022;1.21
NGA;RICE;TONNE_HA;2023;1.23
NGA;RICE;TONNE_HA;2024;1.24
NGA;RICE;TONNE_HA;2025;1.26
NGA;RICE;TONNE_HA;2026;1.28
NGA;SOYBEAN;TONNE_HA;1990;1
NGA;SOYBEAN;TONNE_HA;1991;0.28
NGA;SOYBEAN;TONNE_HA;1992;0.28
NGA;SOYBEAN;TONNE_HA;1993;0.27
NGA;SOYBEAN;TONNE_HA;1994;0.29
NGA;SOYBEAN;TONNE_HA;1995;0.31
NGA;SOYBEAN;TONNE_HA;1996;0.64
NGA;SOYBEAN;TONNE_HA;1997;0.66
NGA;SOYBEAN;TONNE_HA;1998;0.72
NGA;SOYBEAN;TONNE_HA;1999;0.73
NGA;SOYBEAN;TONNE_HA;2000;0.84
NGA;SOYBEAN;TONNE_HA;2001;0.86
NGA;SOYBEAN;TONNE_HA;2002;0.89
NGA;SOYBEAN;TONNE_HA;2003;0.9
NGA;SOYBEAN;TONNE_HA;2004;0.94
NGA;SOYBEAN;TONNE_HA;2005;0.96
NGA;SOYBEAN;TONNE_HA;2006;0.95
NGA;SOYBEAN;TONNE_HA;2007;0.92
NGA;SOYBEAN;TONNE_HA;2008;1.11
NGA;SOYBEAN;TONNE_HA;2009;0.95
NGA;SOYBEAN;TONNE_HA;2010;0.95
NGA;SOYBEAN;TONNE_HA;2011;1.05
NGA;SOYBEAN;TONNE_HA;2012;0.97
NGA;SOYBEAN;TONNE_HA;2013;0.98
NGA;SOYBEAN;TONNE_HA;2014;1
NGA;SOYBEAN;TONNE_HA;2015;1
NGA;SOYBEAN;TONNE_HA;2016;1
NGA;SOYBEAN;TONNE_HA;2017;1.01
NGA;SOYBEAN;TONNE_HA;2018;1.01
NGA;SOYBEAN;TONNE_HA;2019;1.02
NGA;SOYBEAN;TONNE_HA;2020;1.03
NGA;SOYBEAN;TONNE_HA;2021;1.03
NGA;SOYBEAN;TONNE_HA;2022;1.04
NGA;SOYBEAN;TONNE_HA;2023;1.05
NGA;SOYBEAN;TONNE_HA;2024;1.06
NGA;SOYBEAN;TONNE_HA;2025;1.06
NGA;SOYBEAN;TONNE_HA;2026;1.07
NGA;WHEAT;TONNE_HA;1990;0.83
NGA;WHEAT;TONNE_HA;1991;1.2
NGA;WHEAT;TONNE_HA;1992;1.33
NGA;WHEAT;TONNE_HA;1993;2.36
NGA;WHEAT;TONNE_HA;1994;2.33
NGA;WHEAT;TONNE_HA;1995;2.2
NGA;WHEAT;TONNE_HA;1996;2.04
NGA;WHEAT;TONNE_HA;1997;2.64
NGA;WHEAT;TONNE_HA;1998;2
NGA;WHEAT;TONNE_HA;1999;2.89
NGA;WHEAT;TONNE_HA;2000;2.09
NGA;WHEAT;TONNE_HA;2001;1.46
NGA;WHEAT;TONNE_HA;2002;1.54
NGA;WHEAT;TONNE_HA;2003;1.66
NGA;WHEAT;TONNE_HA;2004;1.77
NGA;WHEAT;TONNE_HA;2005;1.89
NGA;WHEAT;TONNE_HA;2006;2.03
NGA;WHEAT;TONNE_HA;2007;1.26
NGA;WHEAT;TONNE_HA;2008;1.51
NGA;WHEAT;TONNE_HA;2009;1.51
NGA;WHEAT;TONNE_HA;2010;1.51
NGA;WHEAT;TONNE_HA;2011;2.29
NGA;WHEAT;TONNE_HA;2012;2.29
NGA;WHEAT;TONNE_HA;2013;2
NGA;WHEAT;TONNE_HA;2014;2
NGA;WHEAT;TONNE_HA;2015;2
NGA;WHEAT;TONNE_HA;2016;2.11
NGA;WHEAT;TONNE_HA;2017;2.21
NGA;WHEAT;TONNE_HA;2018;2.25
NGA;WHEAT;TONNE_HA;2019;2.28
NGA;WHEAT;TONNE_HA;2020;2.32
NGA;WHEAT;TONNE_HA;2021;2.35
NGA;WHEAT;TONNE_HA;2022;2.39
NGA;WHEAT;TONNE_HA;2023;2.43
NGA;WHEAT;TONNE_HA;2024;2.46
NGA;WHEAT;TONNE_HA;2025;2.5
NGA;WHEAT;TONNE_HA;2026;2.54
NOR;MAIZE;TONNE_HA;1990;0
NOR;MAIZE;TONNE_HA;1991;0
NOR;MAIZE;TONNE_HA;1992;0
NOR;MAIZE;TONNE_HA;1993;0
NOR;MAIZE;TONNE_HA;1994;0
NOR;MAIZE;TONNE_HA;1995;0
NOR;MAIZE;TONNE_HA;1996;0
NOR;MAIZE;TONNE_HA;1997;0
NOR;MAIZE;TONNE_HA;1998;0
NOR;MAIZE;TONNE_HA;1999;0
NOR;MAIZE;TONNE_HA;2000;0
NOR;MAIZE;TONNE_HA;2001;0
NOR;MAIZE;TONNE_HA;2002;0
NOR;MAIZE;TONNE_HA;2003;0
NOR;MAIZE;TONNE_HA;2004;0
NOR;MAIZE;TONNE_HA;2005;0
NOR;MAIZE;TONNE_HA;2006;0
NOR;MAIZE;TONNE_HA;2007;0
NOR;MAIZE;TONNE_HA;2008;0
NOR;MAIZE;TONNE_HA;2009;0
NOR;MAIZE;TONNE_HA;2010;0
NOR;MAIZE;TONNE_HA;2011;0
NOR;MAIZE;TONNE_HA;2012;0
NOR;MAIZE;TONNE_HA;2013;0
NOR;MAIZE;TONNE_HA;2014;0
NOR;MAIZE;TONNE_HA;2015;0
NOR;MAIZE;TONNE_HA;2016;0
NOR;MAIZE;TONNE_HA;2017;0
NOR;MAIZE;TONNE_HA;2018;0
NOR;MAIZE;TONNE_HA;2019;0
NOR;MAIZE;TONNE_HA;2020;0
NOR;MAIZE;TONNE_HA;2021;0
NOR;MAIZE;TONNE_HA;2022;0
NOR;MAIZE;TONNE_HA;2023;0
NOR;MAIZE;TONNE_HA;2024;0
NOR;MAIZE;TONNE_HA;2025;0
NOR;MAIZE;TONNE_HA;2026;0
NOR;RICE;TONNE_HA;1990;0
NOR;RICE;TONNE_HA;1991;0
NOR;RICE;TONNE_HA;1992;0
NOR;RICE;TONNE_HA;1993;0
NOR;RICE;TONNE_HA;1994;0
NOR;RICE;TONNE_HA;1995;0
NOR;RICE;TONNE_HA;1996;0
NOR;RICE;TONNE_HA;1997;0
NOR;RICE;TONNE_HA;1998;0
NOR;RICE;TONNE_HA;1999;0
NOR;RICE;TONNE_HA;2000;0
NOR;RICE;TONNE_HA;2001;0
NOR;RICE;TONNE_HA;2002;0
NOR;RICE;TONNE_HA;2003;0
NOR;RICE;TONNE_HA;2004;0
NOR;RICE;TONNE_HA;2005;0
NOR;RICE;TONNE_HA;2006;0
NOR;RICE;TONNE_HA;2007;0
NOR;RICE;TONNE_HA;2008;0
NOR;RICE;TONNE_HA;2009;0
NOR;RICE;TONNE_HA;2010;0
NOR;RICE;TONNE_HA;2011;0
NOR;RICE;TONNE_HA;2012;0
NOR;RICE;TONNE_HA;2013;0
NOR;RICE;TONNE_HA;2014;0
NOR;RICE;TONNE_HA;2015;0
NOR;RICE;TONNE_HA;2016;0
